Epoch   E(m)   N(m)   U(m)
1033 -4530342.3125 3660614.5039 -104229119579505.8438
1034 -4530343.8359 3660618.3438 -104229119579504.5938
1035 -4530346.7734 3660618.5723 -104229119579504.7188
1036 -4530344.8047 3660611.6699 -104229119579501.9219
1037 -4530347.1016 3660614.1777 -104229119579498.9531
1038 -4530350.9375 3660627.5566 -104229119579494.9375
1039 -4530350.7109 3660611.0098 -104229119579493.3125
1040 -4530354.2422 3660616.0020 -104229119579493.5781
1041 -4530354.1641 3660618.1211 -104229119579491.9062
1042 -4530354.4922 3660617.9902 -104229119579492.0000
1043 -4530356.6953 3660621.1895 -104229119579489.9062
1044 -4530356.2656 3660622.4844 -104229119579489.9219
1045 -4530354.7500 3660621.4180 -104229119579486.8125
1046 -4530356.3516 3660624.2734 -104229119579485.0000
1047 -4530356.1172 3660623.1172 -104229119579482.7812
1048 -4530354.2344 3660622.2656 -104229119579480.9375
1049 -4530352.8594 3660622.9844 -104229119579479.2812
1050 -4530349.8438 3660620.2070 -104229119579476.8594
1051 -4530347.9219 3660619.2227 -104229119579473.6875
1052 -4530350.3906 3660628.1445 -104229119579471.6562
1053 -4530352.6719 3660629.7031 -104229119579473.7344
1054 -4530350.2734 3660627.8555 -104229119579473.0469
1055 -4530351.1719 3660628.0449 -104229119579470.8438
1056 -4530348.8750 3660627.9551 -104229119579473.3281
1057 -4530348.9688 3660626.9648 -104229119579474.1875
1058 -4530349.6328 3660627.2148 -104229119579477.7031
1059 -4530350.2266 3660628.0625 -104229119579480.1875
1060 -4530348.5078 3660625.7363 -104229119579480.9688
1061 -4530346.0469 3660626.3594 -104229119579478.7500
1062 -4530348.2031 3660628.2188 -104229119579481.1875
1063 -4530347.5234 3660629.6465 -104229119579479.0938
1064 -4530347.0703 3660631.8555 -104229119579479.4688
1065 -4530347.5859 3660632.8594 -104229119579481.9062
1066 -4530347.7266 3660630.7305 -104229119579477.5312
1067 -4530348.0703 3660632.8496 -104229119579477.4531
1068 -4530350.2344 3660635.2734 -104229119579477.6875
1069 -4530349.8516 3660635.3027 -104229119579476.7031
1070 -4530344.7109 3660634.6055 -104229119579470.5938
1071 -4530346.2656 3660637.5645 -104229119579471.4062
1072 -4530345.0234 3660635.8184 -104229119579468.1562
1073 -4530344.7812 3660633.2930 -104229119579465.8125
1074 -4530345.5703 3660634.3770 -104229119579468.7031
1075 -4530343.6953 3660632.6445 -104229119579464.8125
1076 -4530341.7891 3660635.5781 -104229119579464.0312
1077 -4530341.7031 3660635.6953 -104229119579460.9531
1078 -4530338.9844 3660635.4004 -104229119579456.0000
1079 -4530335.1016 3660634.2422 -104229119579454.1094
1080 -4530337.9844 3660634.3398 -104229119579455.4531
1081 -4530337.9766 3660638.2793 -104229119579458.0312
1082 -4530334.3672 3660638.8086 -104229119579455.1719
1083 -4530331.8359 3660643.0586 -104229119579453.2500
1084 -4530332.8438 3660644.5684 -104229119579454.4375
1085 -4530336.4922 3660648.2520 -104229119579457.4062
1086 -4530336.9844 3660650.6504 -104229119579456.4375
1087 -4530335.8828 3660648.7695 -104229119579453.1250
1088 -4530333.7891 3660649.3926 -104229119579452.1875
1089 -4530332.1797 3660652.4141 -104229119579456.1719
1090 -4530332.1328 3660653.2480 -104229119579456.6406
1091 -4530332.8516 3660654.7480 -104229119579454.3750
1092 -4530335.0859 3660659.2227 -104229119579457.0781
1093 -4530335.2891 3660659.7910 -104229119579457.8906
1094 -4530334.0000 3660658.5215 -104229119579457.7188
1095 -4530333.6953 3660659.4922 -104229119579453.8281
1096 -4530332.7266 3660660.5586 -104229119579456.0625
1097 -4530330.4844 3660661.0977 -104229119579456.1094
1098 -4530329.8672 3660661.3867 -104229119579452.3750
1099 -4530328.0391 3660664.6738 -104229119579451.6562
1100 -4530328.4141 3660664.3301 -104229119579451.4688
1101 -4530328.2500 3660665.8574 -104229119579453.8438
1102 -4530330.6172 3660669.5332 -104229119579457.6094
1103 -4530327.5391 3660668.8340 -104229119579454.3750
1104 -4530327.1016 3660671.6953 -104229119579454.5000
1105 -4530327.7891 3660675.8340 -104229119579451.1250
1106 -4530328.8203 3660681.3477 -104229119579452.8125
1107 -4530329.2422 3660686.0566 -104229119579455.2656
1108 -4530328.4609 3660684.0527 -104229119579454.3281
1109 -4530327.0234 3660683.7988 -104229119579450.9062
1110 -4530327.1875 3660683.7246 -104229119579452.0312
1111 -4530327.2578 3660682.8965 -104229119579451.1094
1112 -4530325.0078 3660683.2168 -104229119579447.4688
1113 -4530320.5156 3660680.7051 -104229119579443.2344
1114 -4530318.7969 3660680.2070 -104229119579442.3594
1115 -4530318.5156 3660682.1113 -104229119579440.8750
1116 -4530318.7891 3660682.4434 -104229119579439.3125
1117 -4530317.5781 3660683.9688 -104229119579439.1250
1118 -4530319.2188 3660685.9590 -104229119579440.4531
1119 -4530317.4531 3660684.6055 -104229119579435.2188
1120 -4530315.9688 3660685.4805 -104229119579436.0781
1121 -4530314.3516 3660685.5039 -104229119579436.4688
1122 -4530312.6328 3660683.7910 -104229119579431.4062
1123 -4530311.9297 3660684.2422 -104229119579433.3594
1124 -4530314.3516 3660686.7852 -104229119579435.5312
1125 -4530313.8516 3660687.7812 -104229119579437.0625
1126 -4530314.4453 3660689.8164 -104229119579434.0469
1127 -4530312.7266 3660691.7734 -104229119579432.3750
1128 -4530311.0391 3660693.6152 -104229119579430.5156
1129 -4530308.4141 3660693.5684 -104229119579427.5625
1130 -4530304.0234 3660696.0059 -104229119579423.0625
1131 -4530304.2422 3660693.2422 -104229119579425.0469
1132 -4530304.7578 3660699.9961 -104229119579431.1875
1133 -4530305.4844 3660702.2266 -104229119579430.3438
1134 -4530302.9531 3660700.0762 -104229119579428.0469
1135 -4530302.6562 3660702.4609 -104229119579429.3438
1136 -4530301.3984 3660702.8750 -104229119579425.7188
1137 -4530300.5078 3660708.0215 -104229119579429.1250
1138 -4530298.6953 3660708.5664 -104229119579425.7188
1139 -4530299.7969 3660711.8867 -104229119579427.7500
1140 -4530300.5469 3660711.1973 -104229119579428.7500
1141 -4530302.7578 3660715.1133 -104229119579431.8281
1142 -4530302.1328 3660713.7852 -104229119579429.9062
1143 -4530304.8984 3660714.4609 -104229119579433.2500
1144 -4530305.1719 3660716.1504 -104229119579430.4375
1145 -4530304.4609 3660716.1582 -104229119579427.4062
1146 -4530304.3516 3660719.5820 -104229119579429.3750
1147 -4530301.9453 3660721.5254 -104229119579424.4688
1148 -4530303.2031 3660724.6855 -104229119579425.1406
1149 -4530306.6172 3660726.9297 -104229119579431.0469
1150 -4530307.9531 3660728.9707 -104229119579434.1719
1151 -4530306.4922 3660727.1699 -104229119579432.2812
1152 -4530306.7188 3660727.8086 -104229119579435.6406
1153 -4530307.0625 3660730.9355 -104229119579435.3750
1154 -4530306.2500 3660730.8867 -104229119579433.9531
1155 -4530303.4531 3660733.0293 -104229119579433.2031
1156 -4530302.2031 3660733.0820 -104229119579431.0938
1157 -4530303.9922 3660734.2207 -104229119579434.5312
1158 -4530303.8672 3660733.6641 -104229119579436.4219
1159 -4530306.1172 3660736.9336 -104229119579440.6562
1160 -4530304.2422 3660739.2656 -104229119579442.0312
1161 -4530307.0156 3660740.2324 -104229119579444.9844
1162 -4530303.5547 3660736.9707 -104229119579441.6250
1163 -4530302.4297 3660741.5156 -104229119579445.4062
1164 -4530301.3125 3660740.7910 -104229119579445.0000
1165 -4530305.4688 3660741.9258 -104229119579448.9688
1166 -4530302.4609 3660740.6855 -104229119579443.0000
1167 -4530303.1562 3660744.7324 -104229119579444.3750
1168 -4530303.5703 3660744.7676 -104229119579449.0469
1169 -4530307.7031 3660747.1211 -104229119579451.9688
1170 -4530308.6172 3660750.0293 -104229119579453.4062
1171 -4530309.7109 3660752.5234 -104229119579456.1250
1172 -4530309.1562 3660754.8926 -104229119579457.4531
1173 -4530308.1484 3660757.3887 -104229119579456.9375
1174 -4530312.5859 3660761.5859 -104229119579461.7031
1175 -4530312.1719 3660758.8281 -104229119579459.7344
1176 -4530310.7578 3660757.6094 -104229119579457.8750
1177 -4530306.0000 3660755.4629 -104229119579454.5156
1178 -4530306.5469 3660753.7734 -104229119579456.8438
1179 -4530309.4141 3660756.5059 -104229119579459.1250
1180 -4530307.0469 3660755.4336 -104229119579456.1562
1181 -4530305.4062 3660756.1484 -104229119579455.7188
1182 -4530300.3438 3660752.8730 -104229119579451.2812
1183 -4530305.2266 3660756.0898 -104229119579458.8125
1184 -4530301.8203 3660755.2520 -104229119579458.0781
1185 -4530305.7969 3660760.1035 -104229119579464.0781
1186 -4530307.4766 3660760.9863 -104229119579469.2656
1187 -4530309.9297 3660764.2305 -104229119579469.7031
1188 -4530314.1250 3660763.9824 -104229119579474.3594
1189 -4530321.9922 3660766.6328 -104229119579480.6094
1190 -4530333.0547 3660772.9102 -104229119579490.2344
1191 -4530328.5391 3660773.1367 -104229119579489.8594
1192 -4530333.8203 3660776.8691 -104229119579494.8281
1193 -4530331.3984 3660775.4062 -104229119579493.7656
1194 -4530327.0312 3660769.7773 -104229119579490.3594
1195 -4530328.3750 3660765.5312 -104229119579491.0938
1196 -4530338.6484 3660774.8359 -104229119579497.8750
1197 -4530340.4844 3660774.6875 -104229119579498.9844
1198 -4530343.9375 3660774.0469 -104229119579502.6562
1199 -4530346.6484 3660775.3887 -104229119579507.7188
1200 -4530353.4688 3660779.0879 -104229119579514.2656
1201 -4530351.6641 3660779.8418 -104229119579512.6562
1202 -4530351.4297 3660776.7363 -104229119579512.9062
1203 -4530351.7266 3660777.9238 -104229119579518.0625
1204 -4530353.7344 3660782.4590 -104229119579522.0312
1205 -4530348.9531 3660778.7207 -104229119579519.6406
1206 -4530352.2266 3660781.6094 -104229119579523.7812
1207 -4530352.0078 3660777.8809 -104229119579524.2344
1208 -4530352.3750 3660778.2441 -104229119579525.7969
1209 -4530349.0469 3660776.6602 -104229119579526.7188
1210 -4530350.7656 3660777.5293 -104229119579526.9844
1211 -4530346.1328 3660773.3711 -104229119579527.0781
1212 -4530344.9219 3660772.9688 -104229119579529.7031
1213 -4530344.6953 3660774.3633 -104229119579531.6875
1214 -4530335.3828 3660766.9570 -104229119579523.7500
1215 -4530336.4062 3660767.1855 -104229119579524.9375
1216 -4530335.3359 3660764.6934 -104229119579525.1094
1217 -4530333.2422 3660766.7734 -104229119579526.7969
1218 -4530331.7891 3660765.2930 -104229119579524.3906
1219 -4530324.8281 3660759.8750 -104229119579521.3125
1220 -4530324.1250 3660758.2695 -104229119579521.2500
1221 -4530323.2344 3660757.6895 -104229119579521.1719
1222 -4530316.3906 3660751.7539 -104229119579515.8281
1223 -4530317.6484 3660750.9102 -104229119579519.6719
1224 -4530311.4766 3660748.2578 -104229119579514.6562
1225 -4530305.6484 3660743.8926 -104229119579514.9688
1226 -4530295.5625 3660737.6289 -104229119579511.0781
1227 -4530291.7344 3660733.2832 -104229119579508.2031
1228 -4530288.0547 3660731.1777 -104229119579508.2344
1229 -4530288.1016 3660732.4414 -104229119579510.5000
1230 -4530290.3438 3660730.1777 -104229119579511.7031
1231 -4530287.3281 3660728.1367 -104229119579509.9219
1232 -4530288.1094 3660727.7441 -104229119579513.0000
1233 -4530292.7891 3660730.0195 -104229119579513.6875
1234 -4530289.3203 3660726.6055 -104229119579517.1094
1235 -4530291.9453 3660721.2930 -104229119579516.1094
1236 -4530292.9219 3660722.5879 -104229119579515.8438
1237 -4530292.9766 3660727.5293 -104229119579518.4062
1238 -4530292.3281 3660725.1523 -104229119579518.1875
1239 -4530291.1562 3660721.7598 -104229119579520.6875
1240 -4530299.2656 3660726.8027 -104229119579524.8438
1241 -4530304.0938 3660726.2656 -104229119579528.5000
1242 -4530304.7734 3660723.7598 -104229119579526.9219
1243 -4530305.6797 3660723.9258 -104229119579527.6250
1244 -4530312.2812 3660719.6387 -104229119579524.6250
1245 -4530314.6562 3660724.6562 -104229119579531.0625
1246 -4530320.3594 3660720.3398 -104229119579530.5781
1247 -4530325.9688 3660721.2871 -104229119579532.0156
1248 -4530335.0781 3660724.6133 -104229119579529.1562
1249 -4530336.0312 3660730.2070 -104229119579542.0625
1250 -4530341.0156 3660731.8848 -104229119579544.2812
1251 -4530343.8750 3660731.7676 -104229119579543.7812
1252 -4530344.0156 3660730.9766 -104229119579545.4688
1253 -4530349.1562 3660733.4688 -104229119579543.7188
1254 -4530357.3125 3660735.4473 -104229119579540.4844
1255 -4530355.2109 3660740.6270 -104229119579549.1875
1256 -4530356.9531 3660738.4688 -104229119579551.2031
1257 -4530361.0547 3660733.8828 -104229119579544.8125
1258 -4530357.5859 3660727.9531 -104229119579540.8906
1259 -4530359.1875 3660736.5586 -104229119579546.0312
1260 -4530344.7656 3660708.9492 -104229119579539.7812
1261 -4530349.5312 3660709.8477 -104229119579537.7812
1262 -4530357.4531 3660714.8711 -104229119579537.2188
1263 -4530352.8828 3660712.1406 -104229119579539.9688
1264 -4530352.4531 3660709.1348 -104229119579541.9844
1265 -4530352.7422 3660708.8457 -104229119579542.2031
1266 -4530352.3594 3660707.8477 -104229119579543.5156
1267 -4530353.2578 3660708.8848 -104229119579543.7344
1268 -4530347.3125 3660702.1641 -104229119579546.7500
1269 -4530349.2578 3660700.2539 -104229119579545.3750
1270 -4530336.8672 3660690.6621 -104229119579544.5469
1271 -4530337.9844 3660691.1582 -104229119579546.2031
1272 -4530332.8438 3660686.4785 -104229119579543.7188
1273 -4530333.4531 3660684.8379 -104229119579543.6250
1274 -4530336.4531 3660686.8496 -104229119579545.7344
1275 -4530339.0000 3660684.9551 -104229119579546.0938
1276 -4530333.7344 3660679.3066 -104229119579543.4062
1277 -4530333.3672 3660677.9805 -104229119579544.6406
1278 -4530333.3203 3660679.1211 -104229119579544.6406
1279 -4530333.6406 3660680.5566 -104229119579546.3750
1280 -4530334.0469 3660678.4590 -104229119579547.6250
1281 -4530332.4297 3660679.1602 -104229119579548.1094
1282 -4530325.3516 3660677.1875 -104229119579543.1094
1283 -4530323.9531 3660675.6074 -104229119579544.3281
1284 -4530324.3125 3660673.2129 -104229119579542.7188
1285 -4530324.2344 3660672.0020 -104229119579546.7188
1286 -4530321.5312 3660668.3418 -104229119579546.1250
1287 -4530317.3203 3660663.1836 -104229119579541.6719
1288 -4530315.6250 3660663.7246 -104229119579542.1250
1289 -4530316.9531 3660661.8320 -104229119579543.1719
1290 -4530312.1016 3660653.2676 -104229119579539.9062
1291 -4530316.0625 3660659.2637 -104229119579543.2344
1292 -4530308.3438 3660648.5078 -104229119579539.6250
1293 -4530309.1562 3660649.0391 -104229119579540.0625
1294 -4530308.8984 3660646.4297 -104229119579540.1875
1295 -4530311.5391 3660648.6133 -104229119579542.7500
1296 -4530311.6562 3660646.6895 -104229119579541.9688
1297 -4530311.0625 3660644.8887 -104229119579542.8281
1298 -4530310.1875 3660641.7617 -104229119579541.2188
1299 -4530305.0859 3660634.5352 -104229119579537.3281
1300 -4530303.0000 3660631.4844 -104229119579537.0781
1301 -4530300.6719 3660630.7246 -104229119579536.7500
1302 -4530305.7578 3660638.4902 -104229119579542.5312
1303 -4530303.7188 3660635.0527 -104229119579540.4375
1304 -4530299.5703 3660633.4062 -104229119579537.8125
1305 -4530302.7734 3660630.5703 -104229119579539.3438
1306 -4530303.3281 3660630.0664 -104229119579539.5625
1307 -4530302.3203 3660628.8164 -104229119579537.1875
1308 -4530303.5234 3660626.0586 -104229119579534.6875
1309 -4530306.3281 3660629.5977 -104229119579539.6094
1310 -4530308.8438 3660633.9180 -104229119579538.5469
1311 -4530308.8828 3660634.4688 -104229119579539.7812
1312 -4530305.4922 3660625.7168 -104229119579535.7500
1313 -4530307.1875 3660627.7734 -104229119579540.1719
1314 -4530310.8984 3660628.8906 -104229119579543.4688
1315 -4530311.5391 3660628.3594 -104229119579540.5312
1316 -4530319.0781 3660634.0469 -104229119579542.7344
1317 -4530313.5703 3660625.6348 -104229119579541.0000
1318 -4530319.5078 3660626.1465 -104229119579545.5625
1319 -4530321.7578 3660627.9902 -104229119579545.1719
1320 -4530322.0234 3660621.4609 -104229119579544.1562
1321 -4530324.0391 3660620.8945 -104229119579545.1719
1322 -4530326.7969 3660624.2832 -104229119579547.2344
1323 -4530326.2500 3660618.5312 -104229119579543.8125
1324 -4530329.2500 3660621.0898 -104229119579545.3281
1325 -4530324.4375 3660615.8125 -104229119579539.5625
1326 -4530326.0547 3660616.0039 -104229119579539.9062
1327 -4530329.5625 3660617.5996 -104229119579541.5938
1328 -4530327.0703 3660615.7461 -104229119579537.9531
1329 -4530327.2422 3660614.6328 -104229119579538.8594
1330 -4530328.9297 3660612.6973 -104229119579537.2500
1331 -4530331.3984 3660614.7266 -104229119579534.4531
1332 -4530330.3438 3660610.5781 -104229119579534.4688
1333 -4530332.4766 3660617.8105 -104229119579532.7188
1334 -4530335.9766 3660613.3770 -104229119579531.3594
1335 -4530334.4766 3660617.9219 -104229119579527.6562
1336 -4530336.2500 3660611.8809 -104229119579528.9062
1337 -4530335.2656 3660614.4902 -104229119579527.9531
1338 -4530337.4062 3660612.6445 -104229119579526.9062
1339 -4530335.1562 3660604.5586 -104229119579522.8438
1340 -4530337.0391 3660604.5000 -104229119579524.6875
1341 -4530334.0156 3660608.3301 -104229119579522.7031
1342 -4530334.9766 3660609.2480 -104229119579521.1719
1343 -4530330.4453 3660602.2441 -104229119579516.7031
1344 -4530332.6250 3660604.4043 -104229119579518.0938
1345 -4530331.3359 3660601.5918 -104229119579512.3125
1346 -4530332.2266 3660596.3906 -104229119579513.1875
1347 -4530330.1953 3660597.1484 -104229119579509.8438
1348 -4530329.6641 3660597.9297 -104229119579512.7031
1349 -4530331.7656 3660598.2344 -104229119579514.2031
1350 -4530333.7812 3660600.2656 -104229119579515.0625
1351 -4530335.2891 3660597.5156 -104229119579514.0469
1352 -4530334.4922 3660594.0781 -104229119579511.4531
1353 -4530336.9297 3660599.5801 -104229119579508.7344
1354 -4530339.0156 3660601.9785 -104229119579506.8438
1355 -4530341.3984 3660604.9062 -104229119579505.4531
1356 -4530339.2422 3660605.9297 -104229119579501.8125
1357 -4530336.5000 3660604.9219 -104229119579495.9688
1358 -4530335.5469 3660604.2402 -104229119579491.2188
1359 -4530336.6719 3660604.1660 -104229119579491.3750
1360 -4530337.7656 3660605.5801 -104229119579489.8438
1361 -4530338.4141 3660607.4277 -104229119579487.0312
1362 -4530339.6016 3660607.9355 -104229119579486.5156
1363 -4530338.2188 3660607.8008 -104229119579483.1406
1364 -4530340.2266 3660609.5801 -104229119579483.4688
1365 -4530340.8750 3660608.6719 -104229119579481.7812
1366 -4530340.0000 3660610.2695 -104229119579478.6406
1367 -4530342.2812 3660616.1523 -104229119579476.9844
1368 -4530342.5703 3660620.3867 -104229119579477.3125
1369 -4530341.7578 3660621.9648 -104229119579476.1094
1370 -4530342.8750 3660626.7266 -104229119579476.5625
1371 -4530343.3828 3660631.2852 -104229119579477.3906
1372 -4530348.0234 3660638.5156 -104229119579479.0781
1373 -4530346.3984 3660640.3477 -104229119579477.8594
1374 -4530343.8203 3660636.5430 -104229119579474.5000
1375 -4530341.2188 3660632.3809 -104229119579470.1094
1376 -4530338.0625 3660630.0293 -104229119579463.3281
1377 -4530337.1797 3660631.1504 -104229119579460.7031
1378 -4530332.5703 3660630.0273 -104229119579454.5000
1379 -4530333.2031 3660635.6582 -104229119579457.1875
1380 -4530333.6250 3660635.7441 -104229119579459.1250
1381 -4530336.6562 3660635.8262 -104229119579465.0312
1382 -4530340.5703 3660633.4824 -104229119579467.8750
1383 -4530343.9141 3660631.5723 -104229119579474.1094
1384 -4530346.9297 3660632.3926 -104229119579479.3906
1385 -4530351.4609 3660633.2227 -104229119579482.9062
1386 -4530348.7891 3660630.3691 -104229119579479.5781
1387 -4530349.1797 3660631.3613 -104229119579479.2812
1388 -4530349.7109 3660631.9004 -104229119579477.5938
1389 -4530351.8125 3660635.3359 -104229119579480.3594
1390 -4530349.7344 3660632.8906 -104229119579481.4844
1391 -4530346.8594 3660632.7598 -104229119579477.4219
1392 -4530344.1797 3660632.5898 -104229119579474.3906
1393 -4530342.4688 3660634.4863 -104229119579473.3281
1394 -4530345.3047 3660634.8203 -104229119579473.5781
1395 -4530342.4766 3660635.5723 -104229119579468.8125
1396 -4530339.6250 3660634.4941 -104229119579465.2188
1397 -4530336.2578 3660630.4512 -104229119579464.1719
1398 -4530337.0859 3660632.1816 -104229119579461.6562
1399 -4530339.2734 3660634.0820 -104229119579461.3438
1400 -4530339.6094 3660640.7031 -104229119579460.6719
1401 -4530337.3516 3660639.5918 -104229119579458.6094
1402 -4530338.9922 3660637.6387 -104229119579464.4219
1403 -4530338.7578 3660634.0469 -104229119579460.0938
1404 -4530337.8750 3660634.4023 -104229119579457.0312
1405 -4530338.1719 3660635.3320 -104229119579456.7656
1406 -4530341.2188 3660637.7969 -104229119579457.4531
1407 -4530337.7734 3660640.1562 -104229119579455.7656
1408 -4530333.4219 3660642.1191 -104229119579454.0469
1409 -4530333.9922 3660644.4336 -104229119579452.5312
1410 -4530333.4453 3660643.5059 -104229119579452.5000
1411 -4530335.2188 3660644.1309 -104229119579452.9062
1412 -4530332.8984 3660648.7383 -104229119579453.0156
1413 -4530335.9375 3660653.7480 -104229119579458.5000
1414 -4530333.5781 3660650.2480 -104229119579451.7188
1415 -4530332.8750 3660652.9551 -104229119579450.6094
1416 -4530332.7656 3660654.9980 -104229119579451.0781
1417 -4530328.9922 3660657.4824 -104229119579451.9688
1418 -4530331.0000 3660655.1797 -104229119579451.7188
1419 -4530331.2891 3660655.0410 -104229119579451.0312
1420 -4530331.8516 3660655.3535 -104229119579452.3438
1421 -4530330.3438 3660658.5000 -104229119579451.7500
1422 -4530330.5547 3660663.5586 -104229119579453.7031
1423 -4530328.6641 3660664.6387 -104229119579453.0000
1424 -4530329.1875 3660667.8438 -104229119579454.8438
1425 -4530329.3672 3660672.1719 -104229119579457.0781
1426 -4530330.2812 3660674.2480 -104229119579458.2812
1427 -4530327.9062 3660673.8965 -104229119579455.6250
1428 -4530329.8281 3660676.0059 -104229119579456.7812
1429 -4530330.8281 3660677.6777 -104229119579456.5938
1430 -4530328.4141 3660677.3164 -104229119579453.5000
1431 -4530328.8281 3660676.6152 -104229119579454.0312
1432 -4530326.9844 3660677.9785 -104229119579454.4531
1433 -4530324.8047 3660677.7949 -104229119579451.5938
1434 -4530324.7266 3660678.9043 -104229119579451.9531
1435 -4530324.9688 3660674.7637 -104229119579451.2500
1436 -4530323.1328 3660677.4277 -104229119579452.5625
1437 -4530323.3047 3660681.6621 -104229119579453.0625
1438 -4530322.6875 3660682.8574 -104229119579450.2031
1439 -4530320.7422 3660683.9375 -104229119579447.1406
1440 -4530319.9219 3660682.6934 -104229119579444.3125
1441 -4530317.8516 3660685.7422 -104229119579440.9844
1442 -4530316.1641 3660684.7266 -104229119579439.1875
1443 -4530314.2578 3660682.7305 -104229119579437.9688
1444 -4530313.5547 3660682.9629 -104229119579436.6875
1445 -4530315.2422 3660685.9180 -104229119579435.8750
1446 -4530316.0781 3660687.1387 -104229119579435.7500
1447 -4530318.5547 3660691.9473 -104229119579437.9688
1448 -4530315.8984 3660693.5703 -104229119579438.7188
1449 -4530311.2344 3660691.6387 -104229119579433.2656
1450 -4530311.9922 3660692.2109 -104229119579433.1094
1451 -4530312.6797 3660688.7988 -104229119579434.2031
1452 -4530316.0938 3660693.4629 -104229119579439.5312
1453 -4530318.2969 3660690.4492 -104229119579438.9844
1454 -4530320.0547 3660690.9805 -104229119579437.9531
1455 -4530316.9844 3660693.2910 -104229119579434.2344
1456 -4530316.0625 3660694.2227 -104229119579433.4531
1457 -4530314.4141 3660693.0391 -104229119579436.4375
1458 -4530314.9531 3660692.0742 -104229119579439.6719
1459 -4530314.3125 3660688.7734 -104229119579438.6562
1460 -4530314.3984 3660692.5039 -104229119579442.6250
1461 -4530313.9766 3660690.3457 -104229119579438.4531
1462 -4530319.4531 3660695.1152 -104229119579443.1875
1463 -4530320.6406 3660701.7852 -104229119579437.5469
1464 -4530318.7578 3660701.7715 -104229119579431.1094
1465 -4530320.9297 3660704.6992 -104229119579428.0000
1466 -4530318.7344 3660704.0996 -104229119579427.9688
1467 -4530317.9062 3660701.4961 -104229119579425.5469
1468 -4530318.9141 3660705.9941 -104229119579429.2812
1469 -4530320.1719 3660708.4766 -104229119579430.1562
1470 -4530321.7812 3660707.1133 -104229119579433.0312
1471 -4530324.9375 3660700.9277 -104229119579434.8125
1472 -4530323.9922 3660701.6367 -104229119579435.1562
1473 -4530322.1406 3660701.6113 -104229119579436.5781
